,accession,hit_id,hit_def,expect,score,positives,gaps
366,7881,gnl|BL_ORD_ID|7881,gi|7297995|gb|AAF53237.1| (AE003638) CG5092 gene product [Drosophila melanogaster],0.0,4207.0,1332,130
1325,13980,gnl|BL_ORD_ID|13980,gi|7302399|gb|AAF57487.1| (AE003792) CG9143 gene product [Drosophila melanogaster],4.94613e-46,427.0,205,90
1522,12448,gnl|BL_ORD_ID|12448,gi|7303950|gb|AAF58994.1| (AE003834) Dbp45A gene product [Drosophila melanogaster],1.19867e-47,427.0,196,13
271,10630,gnl|BL_ORD_ID|10630,gi|7300808|gb|AAF55951.1| (AE003737) pit gene product [Drosophila melanogaster],5.04499e-45,427.0,190,20
122,3831,gnl|BL_ORD_ID|3831,gi|7295314|gb|AAF50635.1| (AE003560) CG10077 gene product [Drosophila melanogaster],1.05491e-43,426.0,189,29
1836,5163,gnl|BL_ORD_ID|5163,gi|7293941|gb|AAF49303.1| (AE003522) CG5589 gene product [Drosophila melanogaster],1.80094e-44,426.0,190,27
272,3366,gnl|BL_ORD_ID|3366,gi|7293369|gb|AAF48747.1| (AE003506) CG5800 gene product [Drosophila melanogaster],1.97428e-44,426.0,189,42
865,8867,gnl|BL_ORD_ID|8867,gi|7299006|gb|AAF54208.1| (AE003678) CG9630 gene product [Drosophila melanogaster],4.99773e-45,425.0,234,82
1430,3064,gnl|BL_ORD_ID|3064,gi|7293060|gb|AAF48446.1| (AE003498) CG6227 gene product [Drosophila melanogaster],1.23461e-43,425.0,198,38
269,6897,gnl|BL_ORD_ID|6897,gi|7296990|gb|AAF52261.1| (AE003610) Hel25E gene product [Drosophila melanogaster],2.22974e-46,425.0,179,28
1198,4308,gnl|BL_ORD_ID|4308,gi|7294824|gb|AAF50157.1| (AE003548) Dhh1 gene product [Drosophila melanogaster],1.72951e-44,425.0,194,22
536,3346,gnl|BL_ORD_ID|3346,gi|7293348|gb|AAF48727.1| (AE003505) BcDNA:GH02833 gene product [Drosophila melanogaster],8.11583e-45,424.0,212,89
1837,8851,gnl|BL_ORD_ID|8851,gi|7298989|gb|AAF54192.1| (AE003677) CG7878 gene product [Drosophila melanogaster],9.52632e-44,424.0,196,24
330,12448,gnl|BL_ORD_ID|12448,gi|7303950|gb|AAF58994.1| (AE003834) Dbp45A gene product [Drosophila melanogaster],1.58311e-44,423.0,200,76
212,1955,gnl|BL_ORD_ID|1955,gi|7291960|gb|AAF47376.1| (AE003468) CG6994 gene product [Drosophila melanogaster],9.29353e-45,423.0,189,24
1272,7524,gnl|BL_ORD_ID|7524,gi|7297629|gb|AAF52881.1| (AE003628) me31B gene product [Drosophila melanogaster],1.47472e-46,423.0,176,10
1795,9594,gnl|BL_ORD_ID|9594,gi|7299747|gb|AAF54928.1| (AE003699) CG8775 gene product [Drosophila melanogaster],1.46927e-42,423.0,293,61
891,13189,gnl|BL_ORD_ID|13189,gi|7303211|gb|AAF58274.1| (AE003815) CG8485 gene product [Drosophila melanogaster],5.97463e-43,423.0,148,23
1840,4308,gnl|BL_ORD_ID|4308,gi|7294824|gb|AAF50157.1| (AE003548) Dhh1 gene product [Drosophila melanogaster],7.01294e-43,422.0,202,33
21,8880,gnl|BL_ORD_ID|8880,gi|7299019|gb|AAF54221.1| (AE003678) CG7483 gene product [Drosophila melanogaster],3.92117e-45,422.0,204,56
1839,8327,gnl|BL_ORD_ID|8327,gi|7298459|gb|AAF53680.1| (AE003659) CG10333 gene product [Drosophila melanogaster],4.88145e-43,421.0,207,65
389,8611,gnl|BL_ORD_ID|8611,gi|7298752|gb|AAF53963.1| (AE003669) CG9253 gene product [Drosophila melanogaster],1.40321e-44,421.0,208,83
123,5048,gnl|BL_ORD_ID|5048,gi|7294064|gb|AAF49419.1| (AE003526) Dbp73D gene product [Drosophila melanogaster],2.32061e-43,420.0,195,85
211,5163,gnl|BL_ORD_ID|5163,gi|7293941|gb|AAF49303.1| (AE003522) CG5589 gene product [Drosophila melanogaster],2.58465e-45,420.0,206,26
890,6987,gnl|BL_ORD_ID|6987,gi|7297080|gb|AAF52349.1| (AE003612) CG9222 gene product [Drosophila melanogaster],9.37169e-46,420.0,161,29
1326,3366,gnl|BL_ORD_ID|3366,gi|7293369|gb|AAF48747.1| (AE003506) CG5800 gene product [Drosophila melanogaster],4.00651e-45,420.0,193,29
867,3366,gnl|BL_ORD_ID|3366,gi|7293369|gb|AAF48747.1| (AE003506) CG5800 gene product [Drosophila melanogaster],1.20352e-43,420.0,191,38
1717,859,gnl|BL_ORD_ID|859,gi|7290853|gb|AAF46295.1| (AE003442) CG10777 gene product [Drosophila melanogaster],1.67807e-44,418.0,193,25
273,8867,gnl|BL_ORD_ID|8867,gi|7299006|gb|AAF54208.1| (AE003678) CG9630 gene product [Drosophila melanogaster],5.33279e-44,417.0,197,47
23,3064,gnl|BL_ORD_ID|3064,gi|7293060|gb|AAF48446.1| (AE003498) CG6227 gene product [Drosophila melanogaster],1.26075e-41,417.0,131,6
555,8327,gnl|BL_ORD_ID|8327,gi|7298459|gb|AAF53680.1| (AE003659) CG10333 gene product [Drosophila melanogaster],3.71011e-43,416.0,187,57
1787,321,gnl|BL_ORD_ID|321,gi|7290308|gb|AAF45769.1| (AE003423) EG:25E8.1 gene product [Drosophila melanogaster],5.97441e-43,416.0,251,64
485,6528,gnl|BL_ORD_ID|6528,gi|7296891|gb|AAF52165.1| (AE003607) abs gene product [Drosophila melanogaster],1.85609e-45,416.0,185,28
447,6528,gnl|BL_ORD_ID|6528,gi|7296891|gb|AAF52165.1| (AE003607) abs gene product [Drosophila melanogaster],1.85609e-45,416.0,185,28
1242,321,gnl|BL_ORD_ID|321,gi|7290308|gb|AAF45769.1| (AE003423) EG:25E8.1 gene product [Drosophila melanogaster],7.59173e-43,415.0,251,64
868,10630,gnl|BL_ORD_ID|10630,gi|7300808|gb|AAF55951.1| (AE003737) pit gene product [Drosophila melanogaster],2.47438e-43,415.0,177,19
1199,3346,gnl|BL_ORD_ID|3346,gi|7293348|gb|AAF48727.1| (AE003505) BcDNA:GH02833 gene product [Drosophila melanogaster],3.76452e-43,414.0,183,79
866,6897,gnl|BL_ORD_ID|6897,gi|7296990|gb|AAF52261.1| (AE003610) Hel25E gene product [Drosophila melanogaster],9.84535e-45,414.0,180,26
1875,6954,gnl|BL_ORD_ID|6954,gi|7297048|gb|AAF52317.1| (AE003612) eIF-4a gene product [Drosophila melanogaster],1.55876e-45,413.0,187,10
448,10630,gnl|BL_ORD_ID|10630,gi|7300808|gb|AAF55951.1| (AE003737) pit gene product [Drosophila melanogaster],7.57324e-45,413.0,192,15
1274,13980,gnl|BL_ORD_ID|13980,gi|7302399|gb|AAF57487.1| (AE003792) CG9143 gene product [Drosophila melanogaster],1.64032e-43,413.0,218,100
22,5163,gnl|BL_ORD_ID|5163,gi|7293941|gb|AAF49303.1| (AE003522) CG5589 gene product [Drosophila melanogaster],2.30885e-42,413.0,195,68
486,10630,gnl|BL_ORD_ID|10630,gi|7300808|gb|AAF55951.1| (AE003737) pit gene product [Drosophila melanogaster],7.57324e-45,413.0,192,15
1327,3346,gnl|BL_ORD_ID|3346,gi|7293348|gb|AAF48727.1| (AE003505) BcDNA:GH02833 gene product [Drosophila melanogaster],8.72941e-44,412.0,211,87
1200,3366,gnl|BL_ORD_ID|3366,gi|7293369|gb|AAF48747.1| (AE003506) CG5800 gene product [Drosophila melanogaster],1.39001e-42,409.0,180,36
390,8867,gnl|BL_ORD_ID|8867,gi|7299006|gb|AAF54208.1| (AE003678) CG9630 gene product [Drosophila melanogaster],2.92841e-42,409.0,252,109
537,4308,gnl|BL_ORD_ID|4308,gi|7294824|gb|AAF50157.1| (AE003548) Dhh1 gene product [Drosophila melanogaster],7.44013e-43,409.0,182,13
1431,8867,gnl|BL_ORD_ID|8867,gi|7299006|gb|AAF54208.1| (AE003678) CG9630 gene product [Drosophila melanogaster],2.06515e-42,408.0,203,28
391,3831,gnl|BL_ORD_ID|3831,gi|7295314|gb|AAF50635.1| (AE003560) CG10077 gene product [Drosophila melanogaster],2.34781e-41,407.0,203,86
331,8083,gnl|BL_ORD_ID|8083,gi|7298204|gb|AAF53438.1| (AE003646) vas gene product [Drosophila melanogaster],1.97325e-41,405.0,190,66
1796,11320,gnl|BL_ORD_ID|11320,gi|7301517|gb|AAF56639.1| (AE003758) BcDNA:GH07466 gene product [Drosophila melanogaster],3.83612e-40,404.0,303,81
213,6528,gnl|BL_ORD_ID|6528,gi|7296891|gb|AAF52165.1| (AE003607) abs gene product [Drosophila melanogaster],4.63652e-43,404.0,186,34
1201,8867,gnl|BL_ORD_ID|8867,gi|7299006|gb|AAF54208.1| (AE003678) CG9630 gene product [Drosophila melanogaster],2.0666e-42,403.0,189,27
1407,6954,gnl|BL_ORD_ID|6954,gi|7297048|gb|AAF52317.1| (AE003612) eIF-4a gene product [Drosophila melanogaster],1.03854e-43,403.0,212,37
1408,13980,gnl|BL_ORD_ID|13980,gi|7302399|gb|AAF57487.1| (AE003792) CG9143 gene product [Drosophila melanogaster],1.48404e-41,403.0,228,96
1841,5048,gnl|BL_ORD_ID|5048,gi|7294064|gb|AAF49419.1| (AE003526) Dbp73D gene product [Drosophila melanogaster],5.99928e-41,402.0,201,69
1523,10630,gnl|BL_ORD_ID|10630,gi|7300808|gb|AAF55951.1| (AE003737) pit gene product [Drosophila melanogaster],3.47206e-43,401.0,185,13
215,8083,gnl|BL_ORD_ID|8083,gi|7298204|gb|AAF53438.1| (AE003646) vas gene product [Drosophila melanogaster],1.8636e-42,401.0,182,22
1432,8919,gnl|BL_ORD_ID|8919,gi|7299061|gb|AAF54262.1| (AE003679) CG9748 gene product [Drosophila melanogaster],5.55186e-41,401.0,197,43
1108,12321,gnl|BL_ORD_ID|12321,gi|7304081|gb|AAF59119.1| (AE003838) BcDNA:GM05306 gene product [Drosophila melanogaster],4.15588e-41,401.0,189,47
336,8919,gnl|BL_ORD_ID|8919,gi|7299061|gb|AAF54262.1| (AE003679) CG9748 gene product [Drosophila melanogaster],2.20398e-40,400.0,213,97
1273,6954,gnl|BL_ORD_ID|6954,gi|7297048|gb|AAF52317.1| (AE003612) eIF-4a gene product [Drosophila melanogaster],9.52946e-44,399.0,182,30
332,6771,gnl|BL_ORD_ID|6771,gi|10727150|gb|AAF51927.2| (AE003601) Rm62 gene product [alt 1] [Drosophila melanogaster],6.64199e-41,398.0,203,76
487,8867,gnl|BL_ORD_ID|8867,gi|7299006|gb|AAF54208.1| (AE003678) CG9630 gene product [Drosophila melanogaster],4.34251e-43,398.0,188,24
1150,3111,gnl|BL_ORD_ID|3111,gi|7293109|gb|AAF48493.1| (AE003500) CG9281 gene product [Drosophila melanogaster],2.08823e-40,398.0,177,78
449,8867,gnl|BL_ORD_ID|8867,gi|7299006|gb|AAF54208.1| (AE003678) CG9630 gene product [Drosophila melanogaster],4.34251e-43,398.0,188,24
310,7524,gnl|BL_ORD_ID|7524,gi|7297629|gb|AAF52881.1| (AE003628) me31B gene product [Drosophila melanogaster],1.51983e-41,398.0,178,32
333,6774,gnl|BL_ORD_ID|6774,gi|10727152|gb|AAG22213.1| (AE003601) Rm62 gene product [alt 4] [Drosophila melanogaster],7.91134e-41,397.0,203,76
25,8611,gnl|BL_ORD_ID|8611,gi|7298752|gb|AAF53963.1| (AE003669) CG9253 gene product [Drosophila melanogaster],6.7298e-41,397.0,151,15
335,6773,gnl|BL_ORD_ID|6773,gi|7296646|gb|AAF51926.1| (AE003601) Rm62 gene product [alt 3] [Drosophila melanogaster],8.85312e-41,397.0,203,76
334,6772,gnl|BL_ORD_ID|6772,gi|10727151|gb|AAG22212.1| (AE003601) Rm62 gene product [alt 2] [Drosophila melanogaster],8.23903e-41,397.0,203,76
214,12448,gnl|BL_ORD_ID|12448,gi|7303950|gb|AAF58994.1| (AE003834) Dbp45A gene product [Drosophila melanogaster],1.16918e-42,397.0,207,36
337,10630,gnl|BL_ORD_ID|10630,gi|7300808|gb|AAF55951.1| (AE003737) pit gene product [Drosophila melanogaster],2.52184e-40,396.0,208,74
538,5544,gnl|BL_ORD_ID|5544,gi|7295505|gb|AAF50818.1| (AE003568) Hlc gene product [Drosophila melanogaster],4.77562e-42,396.0,177,36
1110,3346,gnl|BL_ORD_ID|3346,gi|7293348|gb|AAF48727.1| (AE003505) BcDNA:GH02833 gene product [Drosophila melanogaster],2.70697e-40,396.0,292,110
27,4333,gnl|BL_ORD_ID|4333,gi|7294797|gb|AAF50131.1| (AE003547) CG6418 gene product [alt 2] [Drosophila melanogaster],2.72378e-39,394.0,122,9
1797,9591,gnl|BL_ORD_ID|9591,gi|7299744|gb|AAF54925.1| (AE003699) CG8773 gene product [Drosophila melanogaster],4.13777e-39,394.0,320,74
1409,8867,gnl|BL_ORD_ID|8867,gi|7299006|gb|AAF54208.1| (AE003678) CG9630 gene product [Drosophila melanogaster],5.7085e-41,394.0,191,34
1719,6771,gnl|BL_ORD_ID|6771,gi|10727150|gb|AAF51927.2| (AE003601) Rm62 gene product [alt 1] [Drosophila melanogaster],5.05263e-42,393.0,183,26
1524,3366,gnl|BL_ORD_ID|3366,gi|7293369|gb|AAF48747.1| (AE003506) CG5800 gene product [Drosophila melanogaster],8.27377e-42,393.0,186,30
392,859,gnl|BL_ORD_ID|859,gi|7290853|gb|AAF46295.1| (AE003442) CG10777 gene product [Drosophila melanogaster],1.81804e-39,393.0,196,70
556,8880,gnl|BL_ORD_ID|8880,gi|7299019|gb|AAF54221.1| (AE003678) CG7483 gene product [Drosophila melanogaster],3.86322e-42,393.0,174,26
1720,6772,gnl|BL_ORD_ID|6772,gi|10727151|gb|AAG22212.1| (AE003601) Rm62 gene product [alt 2] [Drosophila melanogaster],5.20577e-42,393.0,183,26
1202,13980,gnl|BL_ORD_ID|13980,gi|7302399|gb|AAF57487.1| (AE003792) CG9143 gene product [Drosophila melanogaster],1.55066e-40,393.0,201,91
1718,6774,gnl|BL_ORD_ID|6774,gi|10727152|gb|AAG22213.1| (AE003601) Rm62 gene product [alt 4] [Drosophila melanogaster],4.77309e-42,393.0,183,26
1764,10630,gnl|BL_ORD_ID|10630,gi|7300808|gb|AAF55951.1| (AE003737) pit gene product [Drosophila melanogaster],4.11649e-41,393.0,173,11
1721,6773,gnl|BL_ORD_ID|6773,gi|7296646|gb|AAF51926.1| (AE003601) Rm62 gene product [alt 3] [Drosophila melanogaster],5.30139e-42,393.0,183,26
1763,5544,gnl|BL_ORD_ID|5544,gi|7295505|gb|AAF50818.1| (AE003568) Hlc gene product [Drosophila melanogaster],1.88376e-41,392.0,192,37
338,3064,gnl|BL_ORD_ID|3064,gi|7293060|gb|AAF48446.1| (AE003498) CG6227 gene product [Drosophila melanogaster],4.11873e-39,392.0,201,74
557,7524,gnl|BL_ORD_ID|7524,gi|7297629|gb|AAF52881.1| (AE003628) me31B gene product [Drosophila melanogaster],1.52738e-41,392.0,174,26
869,13980,gnl|BL_ORD_ID|13980,gi|7302399|gb|AAF57487.1| (AE003792) CG9143 gene product [Drosophila melanogaster],5.71857e-40,392.0,192,76
1109,8611,gnl|BL_ORD_ID|8611,gi|7298752|gb|AAF53963.1| (AE003669) CG9253 gene product [Drosophila melanogaster],6.54634e-41,391.0,183,47
559,4333,gnl|BL_ORD_ID|4333,gi|7294797|gb|AAF50131.1| (AE003547) CG6418 gene product [alt 2] [Drosophila melanogaster],6.62067e-40,391.0,181,24
1878,4308,gnl|BL_ORD_ID|4308,gi|7294824|gb|AAF50157.1| (AE003548) Dhh1 gene product [Drosophila melanogaster],2.59862e-40,391.0,204,26
216,8611,gnl|BL_ORD_ID|8611,gi|7298752|gb|AAF53963.1| (AE003669) CG9253 gene product [Drosophila melanogaster],1.17525e-41,390.0,184,21
1410,12448,gnl|BL_ORD_ID|12448,gi|7303950|gb|AAF58994.1| (AE003834) Dbp45A gene product [Drosophila melanogaster],7.84528e-41,389.0,186,51
1328,6897,gnl|BL_ORD_ID|6897,gi|7296990|gb|AAF52261.1| (AE003610) Hel25E gene product [Drosophila melanogaster],1.23518e-42,389.0,189,25
217,12321,gnl|BL_ORD_ID|12321,gi|7304081|gb|AAF59119.1| (AE003838) BcDNA:GM05306 gene product [Drosophila melanogaster],2.20212e-40,388.0,184,20
558,8083,gnl|BL_ORD_ID|8083,gi|7298204|gb|AAF53438.1| (AE003646) vas gene product [Drosophila melanogaster],6.17303e-40,388.0,178,25
1433,8851,gnl|BL_ORD_ID|8851,gi|7298989|gb|AAF54192.1| (AE003677) CG7878 gene product [Drosophila melanogaster],1.76168e-39,388.0,195,46
1842,6954,gnl|BL_ORD_ID|6954,gi|7297048|gb|AAF52317.1| (AE003612) eIF-4a gene product [Drosophila melanogaster],7.29563e-41,387.0,179,19
29,13980,gnl|BL_ORD_ID|13980,gi|7302399|gb|AAF57487.1| (AE003792) CG9143 gene product [Drosophila melanogaster],2.32684e-38,387.0,252,121
560,3831,gnl|BL_ORD_ID|3831,gi|7295314|gb|AAF50635.1| (AE003560) CG10077 gene product [Drosophila melanogaster],2.40216e-39,387.0,196,41
561,3064,gnl|BL_ORD_ID|3064,gi|7293060|gb|AAF48446.1| (AE003498) CG6227 gene product [Drosophila melanogaster],4.98234e-39,386.0,174,22
1275,5048,gnl|BL_ORD_ID|5048,gi|7294064|gb|AAF49419.1| (AE003526) Dbp73D gene product [Drosophila melanogaster],3.96973e-40,386.0,194,73
1330,5544,gnl|BL_ORD_ID|5544,gi|7295505|gb|AAF50818.1| (AE003568) Hlc gene product [Drosophila melanogaster],2.79347e-41,386.0,190,58
1216,11913,gnl|BL_ORD_ID|11913,gi|10726341|gb|AAG22125.1| (AE003781) Ef2b gene product [alt 1] [Drosophila melanogaster],2.90972e-38,385.0,161,46
893,8198,gnl|BL_ORD_ID|8198,gi|7298324|gb|AAF53552.1| (AE003652) grp gene product [alt 2] [Drosophila melanogaster],2.15928e-39,385.0,149,29
892,8199,gnl|BL_ORD_ID|8199,gi|7298323|gb|AAF53551.1| (AE003652) grp gene product [alt 1] [Drosophila melanogaster],2.15928e-39,385.0,149,29
1411,10630,gnl|BL_ORD_ID|10630,gi|7300808|gb|AAF55951.1| (AE003737) pit gene product [Drosophila melanogaster],1.43579e-39,385.0,192,61
1434,8327,gnl|BL_ORD_ID|8327,gi|7298459|gb|AAF53680.1| (AE003659) CG10333 gene product [Drosophila melanogaster],6.41783e-39,385.0,201,58
1800,11567,gnl|BL_ORD_ID|11567,gi|7301771|gb|AAF56883.1| (AE003768) CG11955 gene product [Drosophila melanogaster],9.26684e-38,384.0,194,39
1329,6954,gnl|BL_ORD_ID|6954,gi|7297048|gb|AAF52317.1| (AE003612) eIF-4a gene product [Drosophila melanogaster],3.20288e-42,384.0,192,39
274,13980,gnl|BL_ORD_ID|13980,gi|7302399|gb|AAF57487.1| (AE003792) CG9143 gene product [Drosophila melanogaster],4.62017e-39,384.0,197,81
1876,6897,gnl|BL_ORD_ID|6897,gi|7296990|gb|AAF52261.1| (AE003610) Hel25E gene product [Drosophila melanogaster],3.0505e-41,384.0,173,20
1799,11568,gnl|BL_ORD_ID|11568,gi|7301772|gb|AAF56884.1| (AE003768) SP1029 gene product [alt 1] [Drosophila melanogaster],8.98578e-38,383.0,346,106
1798,11569,gnl|BL_ORD_ID|11569,gi|10726841|gb|AAG22174.1| (AE003768) SP1029 gene product [alt 2] [Drosophila melanogaster],8.98578e-38,383.0,346,106
393,8919,gnl|BL_ORD_ID|8919,gi|7299061|gb|AAF54262.1| (AE003679) CG9748 gene product [Drosophila melanogaster],3.3542e-38,382.0,188,87
1765,3366,gnl|BL_ORD_ID|3366,gi|7293369|gb|AAF48747.1| (AE003506) CG5800 gene product [Drosophila melanogaster],2.28213e-39,382.0,188,27
1877,739,gnl|BL_ORD_ID|739,gi|7290730|gb|AAF46176.1| (AE003438) CG14443 gene product [Drosophila melanogaster],7.66047e-41,382.0,193,17
311,6954,gnl|BL_ORD_ID|6954,gi|7297048|gb|AAF52317.1| (AE003612) eIF-4a gene product [Drosophila melanogaster],7.13878e-40,381.0,192,36
1435,12321,gnl|BL_ORD_ID|12321,gi|7304081|gb|AAF59119.1| (AE003838) BcDNA:GM05306 gene product [Drosophila melanogaster],2.76135e-38,380.0,196,34
894,9639,gnl|BL_ORD_ID|9639,gi|7299793|gb|AAF54972.1| (AE003701) CG9374 gene product [Drosophila melanogaster],1.76908e-38,379.0,153,28
1276,4308,gnl|BL_ORD_ID|4308,gi|7294824|gb|AAF50157.1| (AE003548) Dhh1 gene product [Drosophila melanogaster],1.0612e-38,378.0,195,43
1221,5006,gnl|BL_ORD_ID|5006,gi|7294103|gb|AAF49457.1| (AE003527) CG10162 gene product [Drosophila melanogaster],1.60161e-42,378.0,97,0
339,4333,gnl|BL_ORD_ID|4333,gi|7294797|gb|AAF50131.1| (AE003547) CG6418 gene product [alt 2] [Drosophila melanogaster],1.43797e-37,377.0,194,83
312,13980,gnl|BL_ORD_ID|13980,gi|7302399|gb|AAF57487.1| (AE003792) CG9143 gene product [Drosophila melanogaster],2.33556e-37,377.0,217,94
1879,13980,gnl|BL_ORD_ID|13980,gi|7302399|gb|AAF57487.1| (AE003792) CG9143 gene product [Drosophila melanogaster],1.45423e-38,377.0,257,109
1203,6447,gnl|BL_ORD_ID|6447,gi|7296530|gb|AAF51814.1| (AE003597) Ddx1 gene product [Drosophila melanogaster],1.79042e-38,376.0,168,58
50,13193,gnl|BL_ORD_ID|13193,gi|7303207|gb|AAF58270.1| (AE003815) Hsc70-5 gene product [Drosophila melanogaster],1.37763e-38,376.0,252,82
1437,859,gnl|BL_ORD_ID|859,gi|7290853|gb|AAF46295.1| (AE003442) CG10777 gene product [Drosophila melanogaster],1.82338e-37,375.0,199,29
395,8083,gnl|BL_ORD_ID|8083,gi|7298204|gb|AAF53438.1| (AE003646) vas gene product [Drosophila melanogaster],9.5932e-38,375.0,198,76
30,5048,gnl|BL_ORD_ID|5048,gi|7294064|gb|AAF49419.1| (AE003526) Dbp73D gene product [Drosophila melanogaster],4.20183e-37,374.0,200,96
396,6771,gnl|BL_ORD_ID|6771,gi|10727150|gb|AAF51927.2| (AE003601) Rm62 gene product [alt 1] [Drosophila melanogaster],9.80736e-38,373.0,183,70
562,12448,gnl|BL_ORD_ID|12448,gi|7303950|gb|AAF58994.1| (AE003834) Dbp45A gene product [Drosophila melanogaster],1.78592e-38,373.0,201,78
397,6773,gnl|BL_ORD_ID|6773,gi|7296646|gb|AAF51926.1| (AE003601) Rm62 gene product [alt 3] [Drosophila melanogaster],1.05473e-37,373.0,183,70
394,6774,gnl|BL_ORD_ID|6774,gi|10727152|gb|AAG22213.1| (AE003601) Rm62 gene product [alt 4] [Drosophila melanogaster],9.56276e-38,373.0,183,70
31,4308,gnl|BL_ORD_ID|4308,gi|7294824|gb|AAF50157.1| (AE003548) Dhh1 gene product [Drosophila melanogaster],1.77041e-36,373.0,181,52
896,14123,gnl|BL_ORD_ID|14123,gi|7304358|gb|AAF59388.1| (AE003846) CaMKII gene product [alt 1] [Drosophila melanogaster],6.72992e-38,372.0,142,30
895,14124,gnl|BL_ORD_ID|14124,gi|7304359|gb|AAF59389.1| (AE003846) CaMKII gene product [alt 2] [Drosophila melanogaster],6.72992e-38,372.0,142,30
1722,3366,gnl|BL_ORD_ID|3366,gi|7293369|gb|AAF48747.1| (AE003506) CG5800 gene product [Drosophila melanogaster],1.23775e-38,372.0,198,35
897,14122,gnl|BL_ORD_ID|14122,gi|7304360|gb|AAF59390.1| (AE003846) CaMKII gene product [alt 3] [Drosophila melanogaster],6.72992e-38,372.0,142,30
398,6772,gnl|BL_ORD_ID|6772,gi|10727151|gb|AAG22212.1| (AE003601) Rm62 gene product [alt 2] [Drosophila melanogaster],1.28394e-37,372.0,183,70
567,859,gnl|BL_ORD_ID|859,gi|7290853|gb|AAF46295.1| (AE003442) CG10777 gene product [Drosophila melanogaster],2.16659e-37,372.0,176,27
564,6773,gnl|BL_ORD_ID|6773,gi|7296646|gb|AAF51926.1| (AE003601) Rm62 gene product [alt 3] [Drosophila melanogaster],6.5218e-38,371.0,174,28
563,6774,gnl|BL_ORD_ID|6774,gi|10727152|gb|AAG22213.1| (AE003601) Rm62 gene product [alt 4] [Drosophila melanogaster],5.91155e-38,371.0,174,28
565,6772,gnl|BL_ORD_ID|6772,gi|10727151|gb|AAG22212.1| (AE003601) Rm62 gene product [alt 2] [Drosophila melanogaster],6.78106e-38,370.0,174,28
340,1955,gnl|BL_ORD_ID|1955,gi|7291960|gb|AAF47376.1| (AE003468) CG6994 gene product [Drosophila melanogaster],2.11858e-36,370.0,186,74
566,6771,gnl|BL_ORD_ID|6771,gi|10727150|gb|AAF51927.2| (AE003601) Rm62 gene product [alt 1] [Drosophila melanogaster],6.97756e-38,370.0,174,28
1801,9592,gnl|BL_ORD_ID|9592,gi|10726507|gb|AAF54926.2| (AE003699) CG8774 gene product [Drosophila melanogaster],3.72138e-36,370.0,257,80
1204,5544,gnl|BL_ORD_ID|5544,gi|7295505|gb|AAF50818.1| (AE003568) Hlc gene product [Drosophila melanogaster],3.89293e-38,369.0,177,33
1438,6771,gnl|BL_ORD_ID|6771,gi|10727150|gb|AAF51927.2| (AE003601) Rm62 gene product [alt 1] [Drosophila melanogaster],2.0794e-37,369.0,197,38
399,3064,gnl|BL_ORD_ID|3064,gi|7293060|gb|AAF48446.1| (AE003498) CG6227 gene product [Drosophila melanogaster],2.68417e-36,369.0,199,76
1441,6772,gnl|BL_ORD_ID|6772,gi|10727151|gb|AAG22212.1| (AE003601) Rm62 gene product [alt 2] [Drosophila melanogaster],2.37177e-37,368.0,197,38
1440,6774,gnl|BL_ORD_ID|6774,gi|10727152|gb|AAG22213.1| (AE003601) Rm62 gene product [alt 4] [Drosophila melanogaster],2.33966e-37,368.0,197,38
1439,6773,gnl|BL_ORD_ID|6773,gi|7296646|gb|AAF51926.1| (AE003601) Rm62 gene product [alt 3] [Drosophila melanogaster],2.30355e-37,368.0,197,38
450,3366,gnl|BL_ORD_ID|3366,gi|7293369|gb|AAF48747.1| (AE003506) CG5800 gene product [Drosophila melanogaster],3.20662e-38,366.0,194,46
488,3366,gnl|BL_ORD_ID|3366,gi|7293369|gb|AAF48747.1| (AE003506) CG5800 gene product [Drosophila melanogaster],3.20662e-38,366.0,194,46
1278,5163,gnl|BL_ORD_ID|5163,gi|7293941|gb|AAF49303.1| (AE003522) CG5589 gene product [Drosophila melanogaster],8.26002e-38,366.0,187,25
1436,8880,gnl|BL_ORD_ID|8880,gi|7299019|gb|AAF54221.1| (AE003678) CG7483 gene product [Drosophila melanogaster],3.90333e-38,365.0,193,43
898,2688,gnl|BL_ORD_ID|2688,gi|10728189|gb|AAG22343.1| (AE003486) PhKgamma gene product [alt 2] [Drosophila melanogaster],1.35197e-36,365.0,127,25
900,2687,gnl|BL_ORD_ID|2687,gi|7292679|gb|AAF48077.1| (AE003486) PhKgamma gene product [alt 1] [Drosophila melanogaster],1.59956e-36,364.0,127,25
32,5544,gnl|BL_ORD_ID|5544,gi|7295505|gb|AAF50818.1| (AE003568) Hlc gene product [Drosophila melanogaster],2.48907e-36,364.0,205,45
1724,1955,gnl|BL_ORD_ID|1955,gi|7291960|gb|AAF47376.1| (AE003468) CG6994 gene product [Drosophila melanogaster],2.54573e-37,364.0,177,20
342,3831,gnl|BL_ORD_ID|3831,gi|7295314|gb|AAF50635.1| (AE003560) CG10077 gene product [Drosophila melanogaster],7.89439e-36,363.0,194,81
1277,6897,gnl|BL_ORD_ID|6897,gi|7296990|gb|AAF52261.1| (AE003610) Hel25E gene product [Drosophila melanogaster],2.45007e-38,363.0,195,29
1723,8867,gnl|BL_ORD_ID|8867,gi|7299006|gb|AAF54208.1| (AE003678) CG9630 gene product [Drosophila melanogaster],9.4229e-38,363.0,190,33
